City,Vehicle Type,Weather,Economic Condition,Day Of Week,Hour Of Day,Speed,Is Peak Hour,Random Event Occurred,Energy Consumption,Traffic Density
MetropolisX,Drone,Clear,Stable,Wednesday,5,34.3759,0,0,17.188,0.7963
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Stable,Tuesday,13,24.0115,0,0,22.9775,0.6271
Ecoopolis,Drone,Rainy,Stable,Sunday,16,32.0884,0,0,16.0442,0.2621
AquaCity,Autonomous Vehicle,Solar Flare,Stable,Friday,7,86.4,1,0,103.6208,0.4333
TechHaven,Autonomous Vehicle,Clear,Recession,Friday,14,46.5383,0,0,42.3076,0.0286
Neuroburg,Autonomous Vehicle,Rainy,Booming,Monday,22,39.495,0,0,37.7942,0.0696
AquaCity,Autonomous Vehicle,Solar Flare,Booming,Monday,15,34.6152,0,0,27.6921,0.4312
AquaCity,Autonomous Vehicle,Clear,Booming,Sunday,21,44.901,0,0,35.9208,0.4247
TechHaven,Autonomous Vehicle,Snowy,Booming,Tuesday,7,77.5885,1,0,59.3979,0.3345
AquaCity,Autonomous Vehicle,Clear,Booming,Wednesday,3,72.57,0,0,58.056,0.6869
AquaCity,Autonomous Vehicle,Rainy,Recession,Friday,17,70.2055,1,0,56.1644,0.0871
AquaCity,Car,Electromagnetic Storm,Booming,Tuesday,21,77.1051,0,0,77.1051,0.7867
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Stable,Wednesday,19,42.4096,0,0,37.6974,0.2286
AquaCity,Autonomous Vehicle,Solar Flare,Booming,Wednesday,9,102.4618,0,0,81.9694,0.8537
SolarisVille,Autonomous Vehicle,Solar Flare,Stable,Saturday,8,93.2352,0,0,74.5881,0.1295
SolarisVille,Car,Rainy,Recession,Tuesday,21,43.8299,0,0,43.8299,0.1328
SolarisVille,Autonomous Vehicle,Rainy,Booming,Sunday,18,62.855,0,0,50.284,0.3582
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Booming,Sunday,7,67.1865,0,0,56.5781,0.7024
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Recession,Wednesday,21,98.9425,0,1,95.6382,0.2379
AquaCity,Drone,Rainy,Stable,Wednesday,4,72.5564,0,0,36.2782,0.486
MetropolisX,Autonomous Vehicle,Clear,Stable,Saturday,19,119.0531,0,0,108.2301,0.5649
TechHaven,Autonomous Vehicle,Snowy,Booming,Tuesday,3,19.4487,0,0,18.6112,0.3041
SolarisVille,Autonomous Vehicle,Rainy,Stable,Wednesday,16,60.0971,0,0,48.0777,0.3333
TechHaven,Drone,Electromagnetic Storm,Stable,Saturday,11,42.8472,0,0,25.6263,0.2237
AquaCity,Drone,Electromagnetic Storm,Booming,Wednesday,18,74.7126,1,0,37.3563,0.4432
AquaCity,Drone,Electromagnetic Storm,Recession,Sunday,3,114.4633,0,0,57.2316,0.165
Ecoopolis,Autonomous Vehicle,Clear,Stable,Tuesday,15,22.6301,0,0,18.1041,0.2196
MetropolisX,Drone,Rainy,Booming,Sunday,7,76.1702,0,0,45.5564,0.3772
Neuroburg,Drone,Clear,Booming,Tuesday,9,42.8013,0,0,24.3189,0.0743
TechHaven,Autonomous Vehicle,Clear,Stable,Friday,10,67.9662,0,0,61.7874,0.1435
MetropolisX,Autonomous Vehicle,Snowy,Stable,Monday,18,61.202,1,0,47.3265,0.4481
MetropolisX,Drone,Solar Flare,Recession,Saturday,8,91.4685,0,0,51.9707,0.143
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Booming,Friday,10,41.61,0,0,33.288,0.4645
Neuroburg,Autonomous Vehicle,Snowy,Stable,Tuesday,12,24.063,0,0,23.0268,0.0737
SolarisVille,Autonomous Vehicle,Snowy,Stable,Thursday,14,59.7265,0,0,47.7812,0.3844
SolarisVille,Drone,Electromagnetic Storm,Stable,Saturday,6,47.2495,0,0,23.6248,0.3566
Ecoopolis,Autonomous Vehicle,Clear,Booming,Tuesday,21,36.8193,0,1,32.7282,0.1996
TechHaven,Drone,Clear,Stable,Friday,2,76.6588,0,0,43.5562,0.281
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Recession,Wednesday,2,88.9699,0,0,85.1387,0.0469
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Tuesday,1,88.5967,0,0,80.5425,0.1025
Neuroburg,Autonomous Vehicle,Solar Flare,Recession,Friday,10,32.986,0,0,29.9873,0.0156
TechHaven,Drone,Solar Flare,Booming,Tuesday,1,55.0496,0,0,31.2782,0.3745
Ecoopolis,Autonomous Vehicle,Rainy,Stable,Friday,1,46.7809,0,0,37.4247,0.2886
SolarisVille,Car,Electromagnetic Storm,Recession,Monday,11,106.4988,0,0,106.4988,0.1234
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Stable,Sunday,15,91.4767,0,0,87.5376,0.3149
SolarisVille,Drone,Solar Flare,Booming,Saturday,8,28.3418,0,0,14.1709,0.2727
TechHaven,Drone,Clear,Booming,Sunday,16,18.7277,0,0,10.6407,0.2683
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Stable,Tuesday,0,103.2094,0,0,82.5676,0.4358
SolarisVille,Autonomous Vehicle,Rainy,Stable,Tuesday,6,42.9548,0,0,34.3639,0.27
MetropolisX,Drone,Clear,Stable,Tuesday,0,77.7061,0,0,44.1512,0.4662
SolarisVille,Drone,Clear,Booming,Wednesday,1,86.0646,0,0,43.0323,0.4098
MetropolisX,Flying Car,Electromagnetic Storm,Recession,Tuesday,22,35.0644,0,0,50.3316,0.2591
Neuroburg,Autonomous Vehicle,Snowy,Stable,Friday,12,38.5604,0,0,36.8999,0.0737
Ecoopolis,Autonomous Vehicle,Snowy,Stable,Wednesday,7,18.2686,1,0,16.2387,0.2933
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Sunday,20,56.3971,0,0,51.2701,0.0518
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Recession,Saturday,16,39.3926,0,0,31.514,0.2663
AquaCity,Car,Solar Flare,Recession,Wednesday,5,115.2248,0,0,115.2248,0.375
Neuroburg,Autonomous Vehicle,Clear,Stable,Tuesday,14,73.3293,0,0,66.663,0.0819
AquaCity,Flying Car,Snowy,Recession,Friday,16,25.4071,0,0,30.4885,0.0944
MetropolisX,Drone,Rainy,Stable,Wednesday,18,82.2165,1,0,43.2719,0.7778
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Recession,Monday,23,34.3135,0,0,30.5009,0.0908
SolarisVille,Autonomous Vehicle,Rainy,Stable,Monday,15,108.0,0,0,86.9061,0.5651
TechHaven,Autonomous Vehicle,Clear,Recession,Tuesday,0,44.799,0,0,40.7264,0.0421
AquaCity,Car,Electromagnetic Storm,Booming,Sunday,10,25.8418,0,0,25.8418,0.9584
Ecoopolis,Drone,Clear,Booming,Wednesday,16,22.4412,0,0,11.2206,0.1972
Ecoopolis,Flying Car,Snowy,Stable,Monday,18,50.0389,1,0,60.0467,0.4256
Neuroburg,Autonomous Vehicle,Clear,Recession,Friday,16,21.7597,0,0,19.7816,0.0666
SolarisVille,Car,Electromagnetic Storm,Stable,Monday,2,82.4806,0,0,82.4806,0.4545
TechHaven,Autonomous Vehicle,Rainy,Booming,Thursday,10,38.6948,0,0,37.0285,0.3325
AquaCity,Car,Rainy,Recession,Sunday,19,30.1556,0,0,30.1556,0.1438
Ecoopolis,Car,Rainy,Booming,Wednesday,14,63.0363,0,0,63.0363,0.2384
SolarisVille,Autonomous Vehicle,Snowy,Recession,Tuesday,23,72.3066,0,0,57.8453,0.2483
TechHaven,Car,Rainy,Recession,Friday,3,67.6931,0,0,80.9727,0.1051
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Recession,Sunday,20,35.7954,0,0,34.254,0.133
TechHaven,Drone,Rainy,Booming,Thursday,20,75.1679,0,0,44.9569,0.1814
AquaCity,Flying Car,Rainy,Stable,Friday,12,52.7546,0,0,63.3055,0.2899
SolarisVille,Drone,Clear,Recession,Saturday,2,96.917,0,0,48.4585,0.2279
AquaCity,Autonomous Vehicle,Snowy,Booming,Sunday,17,29.8201,0,0,23.8561,0.5264
MetropolisX,Flying Car,Electromagnetic Storm,Booming,Saturday,2,39.315,0,0,56.4331,0.4794
AquaCity,Autonomous Vehicle,Solar Flare,Stable,Monday,23,90.3374,0,0,72.2699,0.4866
Ecoopolis,Autonomous Vehicle,Clear,Stable,Monday,14,41.0527,0,0,32.8422,0.2649
MetropolisX,Autonomous Vehicle,Clear,Recession,Thursday,13,27.6948,0,1,25.1771,0.283
MetropolisX,Autonomous Vehicle,Solar Flare,Recession,Sunday,19,63.5718,0,0,57.7926,0.1656
Ecoopolis,Drone,Snowy,Recession,Saturday,19,84.7574,0,0,42.3787,0.1849
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Recession,Tuesday,14,129.3132,0,0,103.4505,0.1739
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Wednesday,8,29.2923,1,0,22.4247,0.339
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Stable,Monday,4,70.299,0,0,56.2392,0.5798
Ecoopolis,Autonomous Vehicle,Snowy,Stable,Thursday,13,53.1703,0,0,42.5362,0.2779
Ecoopolis,Drone,Clear,Recession,Saturday,9,47.6691,0,0,23.8346,0.1014
SolarisVille,Drone,Rainy,Recession,Friday,4,107.3026,0,0,53.6513,0.1082
Ecoopolis,Autonomous Vehicle,Rainy,Booming,Friday,19,76.2589,0,0,67.7857,0.1673
Ecoopolis,Autonomous Vehicle,Clear,Stable,Saturday,22,87.4088,0,0,69.927,0.2153
MetropolisX,Car,Rainy,Recession,Tuesday,4,23.032,0,0,27.5502,0.2809
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Tuesday,12,49.725,0,0,39.78,0.1667
TechHaven,Autonomous Vehicle,Clear,Recession,Tuesday,20,70.2809,0,0,59.159,0.0448
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Saturday,4,34.48,0,0,31.3454,0.26
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Monday,11,81.0549,0,0,64.8439,0.1743
AquaCity,Drone,Clear,Booming,Thursday,2,27.7609,0,0,13.8804,0.6178
SolarisVille,Autonomous Vehicle,Rainy,Booming,Tuesday,10,71.4425,0,0,57.154,0.2454
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Wednesday,20,32.6596,0,0,28.9381,0.2039
TechHaven,Autonomous Vehicle,Rainy,Stable,Saturday,7,59.9943,0,0,57.4108,0.2912
SolarisVille,Autonomous Vehicle,Rainy,Booming,Monday,3,22.0895,0,0,17.6716,0.4708
TechHaven,Autonomous Vehicle,Clear,Stable,Thursday,23,51.8972,0,0,47.1793,0.2052
Neuroburg,Drone,Clear,Stable,Wednesday,4,85.0942,0,1,48.349,0.0732
TechHaven,Drone,Solar Flare,Recession,Saturday,19,50.4745,0,0,28.6787,0.0989
SolarisVille,Car,Snowy,Stable,Tuesday,1,108.0,0,0,116.9627,0.5925
Neuroburg,Autonomous Vehicle,Rainy,Recession,Thursday,20,69.0289,0,1,56.4584,0.0119
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Booming,Thursday,15,63.7795,0,0,51.0236,0.1945
Ecoopolis,Autonomous Vehicle,Snowy,Stable,Tuesday,15,44.1285,0,0,35.3028,0.2077
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Saturday,8,95.9191,0,0,87.1992,0.2625
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Booming,Monday,14,108.0,0,0,92.7099,0.6154
AquaCity,Flying Car,Snowy,Booming,Saturday,6,55.7014,0,0,66.8417,0.5857
SolarisVille,Drone,Rainy,Stable,Monday,2,35.5576,0,0,17.7788,0.3319
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Monday,17,54.4583,1,0,39.606,0.0806
Ecoopolis,Autonomous Vehicle,Clear,Booming,Saturday,22,43.528,0,0,34.8224,0.3192
Neuroburg,Autonomous Vehicle,Rainy,Stable,Sunday,20,97.5144,0,0,93.3152,0.0608
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Sunday,0,93.8203,0,0,85.2912,0.3066
AquaCity,Autonomous Vehicle,Rainy,Booming,Saturday,23,26.6437,0,0,21.315,0.6365
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Thursday,23,79.8337,0,0,76.3959,0.1528
AquaCity,Drone,Clear,Booming,Saturday,10,40.9669,0,0,20.4834,0.767
Neuroburg,Drone,Clear,Recession,Sunday,11,58.6944,0,0,33.3491,0.0478
AquaCity,Autonomous Vehicle,Snowy,Booming,Monday,21,29.2626,0,0,32.514,0.4185
TechHaven,Autonomous Vehicle,Rainy,Stable,Friday,3,76.7135,0,0,73.41,0.2001
SolarisVille,Drone,Rainy,Booming,Sunday,18,40.639,0,0,20.3195,0.6663
AquaCity,Autonomous Vehicle,Snowy,Booming,Thursday,10,47.6537,0,0,38.123,0.5011
SolarisVille,Drone,Snowy,Recession,Saturday,12,35.3488,1,0,17.6744,0.1619
SolarisVille,Autonomous Vehicle,Clear,Booming,Sunday,7,61.4156,0,0,49.1325,0.4143
AquaCity,Car,Clear,Stable,Tuesday,23,84.4547,0,0,84.4547,0.6793
TechHaven,Car,Snowy,Recession,Sunday,10,86.9176,0,0,103.9685,0.0949
Neuroburg,Drone,Electromagnetic Storm,Booming,Saturday,9,37.4413,0,0,22.3931,0.1353
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Booming,Friday,23,42.8031,0,0,40.9599,0.6247
Neuroburg,Autonomous Vehicle,Snowy,Stable,Monday,11,59.3979,0,0,56.8401,0.0975
TechHaven,Autonomous Vehicle,Clear,Booming,Sunday,20,77.0521,0,0,70.0474,0.2197
MetropolisX,Autonomous Vehicle,Snowy,Booming,Saturday,21,45.3761,0,0,43.4221,0.4984
MetropolisX,Drone,Snowy,Stable,Friday,17,55.1836,1,0,29.044,0.6903
TechHaven,Autonomous Vehicle,Clear,Recession,Wednesday,4,33.797,0,0,30.7246,0.0898
SolarisVille,Autonomous Vehicle,Rainy,Stable,Saturday,10,19.2968,0,0,15.4374,0.492
Ecoopolis,Autonomous Vehicle,Snowy,Booming,Sunday,14,69.12,1,0,61.7397,0.1974
TechHaven,Autonomous Vehicle,Rainy,Stable,Monday,14,61.5292,0,0,58.8796,0.1515
SolarisVille,Autonomous Vehicle,Solar Flare,Stable,Sunday,14,96.0,1,0,84.9621,0.1858
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Wednesday,2,55.4731,0,0,53.0843,0.0978
SolarisVille,Drone,Clear,Recession,Sunday,7,85.8912,0,0,42.9456,0.1362
TechHaven,Autonomous Vehicle,Clear,Stable,Monday,15,31.9879,0,0,29.0799,0.1975
TechHaven,Drone,Solar Flare,Stable,Saturday,6,72.5006,0,0,41.1935,0.2551
Neuroburg,Drone,Clear,Booming,Sunday,0,78.6333,0,0,44.678,0.0623
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Sunday,6,39.698,0,0,36.0891,0.2715
Neuroburg,Autonomous Vehicle,Snowy,Stable,Monday,10,19.8381,0,0,18.9839,0.123
TechHaven,Autonomous Vehicle,Clear,Stable,Saturday,5,54.3217,0,0,49.3833,0.2064
MetropolisX,Drone,Snowy,Stable,Monday,21,72.0373,0,0,43.0845,0.6019
Neuroburg,Autonomous Vehicle,Clear,Stable,Wednesday,12,81.6476,0,0,74.2251,0.099
Neuroburg,Autonomous Vehicle,Solar Flare,Recession,Thursday,15,33.9197,0,1,34.2623,0.0312
Neuroburg,Autonomous Vehicle,Snowy,Stable,Thursday,3,45.7553,0,0,43.785,0.0717
AquaCity,Autonomous Vehicle,Rainy,Stable,Monday,0,39.0657,0,0,31.2525,0.4114
Ecoopolis,Autonomous Vehicle,Snowy,Booming,Sunday,1,63.3734,0,0,50.6987,0.1565
MetropolisX,Autonomous Vehicle,Clear,Recession,Sunday,15,59.6396,0,0,54.2179,0.2671
Ecoopolis,Drone,Electromagnetic Storm,Recession,Tuesday,0,73.1979,0,0,36.599,0.0311
SolarisVille,Drone,Snowy,Stable,Saturday,7,78.1044,0,0,39.0522,0.3827
TechHaven,Autonomous Vehicle,Snowy,Booming,Thursday,23,59.4359,0,0,56.8764,0.2073
AquaCity,Autonomous Vehicle,Clear,Booming,Saturday,5,84.982,0,0,67.9856,0.4732
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Sunday,11,20.7047,0,0,18.8224,0.1897
TechHaven,Autonomous Vehicle,Snowy,Stable,Thursday,13,77.9229,0,0,74.5674,0.1192
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Saturday,23,26.064,0,0,24.9416,0.1829
TechHaven,Drone,Clear,Stable,Monday,19,68.6994,0,0,39.0337,0.2837
TechHaven,Drone,Rainy,Stable,Monday,12,56.4826,0,1,46.9187,0.2198
Neuroburg,Autonomous Vehicle,Rainy,Booming,Monday,10,62.8074,0,0,60.1028,0.098
Ecoopolis,Autonomous Vehicle,Solar Flare,Recession,Friday,10,47.9799,0,0,38.384,0.0743
TechHaven,Autonomous Vehicle,Snowy,Stable,Thursday,2,30.4104,0,0,29.1008,0.3745
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Friday,17,30.6282,1,1,23.4474,0.3111
Ecoopolis,Autonomous Vehicle,Snowy,Booming,Friday,22,64.0653,0,0,51.2523,0.1733
AquaCity,Autonomous Vehicle,Snowy,Stable,Sunday,9,60.375,0,1,48.3,0.7012
TechHaven,Flying Car,Solar Flare,Stable,Thursday,18,95.4687,1,0,104.1477,0.3949
Neuroburg,Drone,Snowy,Recession,Sunday,22,56.3549,0,0,33.7051,0.0384
TechHaven,Autonomous Vehicle,Rainy,Stable,Tuesday,23,85.0532,0,0,81.3906,0.1611
MetropolisX,Drone,Rainy,Booming,Thursday,11,35.3924,0,0,21.1677,0.4951
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Tuesday,22,28.5,0,0,22.8,0.2053
Neuroburg,Drone,Rainy,Stable,Thursday,10,21.0107,0,0,12.5662,0.1195
SolarisVille,Autonomous Vehicle,Clear,Booming,Thursday,0,54.5128,0,0,43.6102,0.3555
TechHaven,Drone,Clear,Stable,Monday,21,29.5508,0,0,16.7902,0.2887
TechHaven,Autonomous Vehicle,Clear,Recession,Monday,5,54.0774,0,0,49.1613,0.035
TechHaven,Drone,Rainy,Stable,Thursday,3,99.0975,0,0,59.2688,0.2799
AquaCity,Autonomous Vehicle,Snowy,Booming,Wednesday,6,77.3953,0,0,61.9162,0.4305
MetropolisX,Drone,Snowy,Recession,Friday,15,41.8099,0,0,25.0059,0.1794
MetropolisX,Drone,Solar Flare,Stable,Sunday,6,93.384,0,0,53.0591,0.537
SolarisVille,Autonomous Vehicle,Clear,Stable,Tuesday,7,96.0,1,0,79.4337,0.4214
TechHaven,Autonomous Vehicle,Clear,Stable,Saturday,8,90.0474,0,0,81.8613,0.2569
MetropolisX,Autonomous Vehicle,Snowy,Stable,Wednesday,12,47.9278,0,1,45.8639,0.5893
AquaCity,Autonomous Vehicle,Solar Flare,Booming,Wednesday,11,61.8401,0,0,49.4721,0.6371
TechHaven,Autonomous Vehicle,Snowy,Recession,Saturday,15,39.6388,0,0,52.6832,0.091
Ecoopolis,Autonomous Vehicle,Solar Flare,Recession,Saturday,13,34.6253,1,0,27.7002,0.1199
SolarisVille,Drone,Rainy,Recession,Tuesday,14,117.4536,0,0,58.7268,0.1348
MetropolisX,Autonomous Vehicle,Rainy,Stable,Monday,16,96.1497,0,0,92.0093,0.3739
Ecoopolis,Car,Snowy,Booming,Saturday,21,79.2532,0,0,79.2532,0.4351
MetropolisX,Autonomous Vehicle,Snowy,Booming,Friday,14,74.0158,0,0,70.8285,0.2718
Ecoopolis,Drone,Electromagnetic Storm,Booming,Saturday,8,44.6273,0,0,22.3136,0.1987
SolarisVille,Car,Electromagnetic Storm,Booming,Thursday,3,52.5627,0,0,52.5627,0.3292
Ecoopolis,Drone,Clear,Stable,Saturday,10,46.4237,0,0,23.2118,0.2504
MetropolisX,Autonomous Vehicle,Solar Flare,Recession,Tuesday,9,38.0477,0,0,34.5888,0.1034
MetropolisX,Drone,Rainy,Stable,Friday,3,27.4197,0,0,20.0436,1.1326
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Friday,19,63.1614,0,0,55.9644,0.2178
TechHaven,Flying Car,Snowy,Recession,Tuesday,14,20.1342,0,0,28.9007,0.1362
Ecoopolis,Autonomous Vehicle,Clear,Recession,Tuesday,8,84.48,1,1,84.3813,0.1132
TechHaven,Car,Electromagnetic Storm,Booming,Friday,4,30.9466,0,0,37.0174,0.5542
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Wednesday,8,75.7197,1,0,60.5758,0.1092
MetropolisX,Autonomous Vehicle,Clear,Stable,Saturday,4,71.9512,0,0,65.4102,0.3877
SolarisVille,Car,Solar Flare,Recession,Monday,11,118.7084,0,0,118.7084,0.0298
SolarisVille,Car,Snowy,Recession,Monday,0,110.7446,0,0,110.7446,0.2023
Neuroburg,Autonomous Vehicle,Solar Flare,Recession,Sunday,11,77.0026,0,0,70.0024,0.0279
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Friday,4,67.3259,0,0,67.3259,0.1863
MetropolisX,Autonomous Vehicle,Snowy,Stable,Sunday,2,39.8134,0,0,38.099,0.4617
TechHaven,Autonomous Vehicle,Clear,Stable,Friday,10,60.0364,0,0,54.5785,0.1931
TechHaven,Autonomous Vehicle,Snowy,Booming,Saturday,23,79.5621,0,0,76.136,0.1551
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Saturday,15,21.0721,0,1,20.1647,0.1552
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Friday,4,61.8742,0,0,56.2493,0.1079
TechHaven,Autonomous Vehicle,Clear,Booming,Friday,3,22.8716,0,0,20.7924,0.3634
MetropolisX,Autonomous Vehicle,Clear,Recession,Sunday,17,40.3646,0,0,36.6951,0.101
AquaCity,Drone,Snowy,Recession,Tuesday,2,18.4334,0,0,9.2167,0.1356
Neuroburg,Autonomous Vehicle,Clear,Booming,Monday,18,83.1538,1,0,51.6884,0.107
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Wednesday,7,43.9485,1,0,33.6448,0.2854
TechHaven,Car,Rainy,Booming,Friday,0,91.3521,0,0,109.2728,0.3979
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Stable,Saturday,22,53.1229,0,0,42.4984,0.2789
AquaCity,Autonomous Vehicle,Clear,Stable,Wednesday,23,108.0,0,0,94.7694,0.7327
AquaCity,Drone,Electromagnetic Storm,Stable,Saturday,22,52.5759,0,0,26.288,0.6388
SolarisVille,Autonomous Vehicle,Snowy,Recession,Friday,20,27.5359,0,1,24.4764,0.1882
Neuroburg,Autonomous Vehicle,Clear,Stable,Saturday,4,14.4024,0,0,14.5478,0.0951
AquaCity,Autonomous Vehicle,Solar Flare,Stable,Friday,3,45.272,0,0,36.2176,0.3948
Neuroburg,Autonomous Vehicle,Rainy,Recession,Monday,16,107.8272,0,0,103.1839,0.0159
Ecoopolis,Drone,Clear,Booming,Tuesday,18,61.0066,1,0,30.5033,0.3123
SolarisVille,Autonomous Vehicle,Clear,Recession,Saturday,19,96.6379,0,0,77.3103,0.1334
MetropolisX,Drone,Snowy,Booming,Monday,18,28.2658,1,0,14.8767,0.6875
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Stable,Friday,12,96.0,0,0,85.0278,0.2593
SolarisVille,Autonomous Vehicle,Rainy,Booming,Saturday,5,105.5261,0,0,84.4208,0.4344
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Thursday,23,48.6636,0,0,46.5681,0.1504
Neuroburg,Drone,Electromagnetic Storm,Stable,Tuesday,20,29.9533,0,0,17.9147,0.1158
AquaCity,Drone,Clear,Stable,Monday,7,51.7393,1,0,25.8696,0.4835
Ecoopolis,Drone,Solar Flare,Stable,Thursday,6,63.6461,0,0,31.823,0.2185
TechHaven,Drone,Snowy,Stable,Wednesday,20,56.2715,0,1,33.6552,0.1172
MetropolisX,Drone,Clear,Stable,Thursday,19,80.8727,0,0,45.9504,0.5485
Neuroburg,Drone,Rainy,Booming,Monday,3,73.2748,0,0,43.8247,0.1462
TechHaven,Drone,Electromagnetic Storm,Booming,Sunday,7,40.5763,0,0,24.2681,0.3074
SolarisVille,Flying Car,Rainy,Recession,Thursday,5,14.789,0,0,19.7186,0.3285
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Recession,Wednesday,10,23.8114,0,0,19.0491,0.114
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Recession,Friday,17,44.3907,1,0,35.5126,0.1632
MetropolisX,Car,Snowy,Booming,Wednesday,4,70.2571,0,0,84.0395,0.4992
MetropolisX,Drone,Clear,Stable,Tuesday,3,69.5014,0,0,39.4894,0.6833
TechHaven,Autonomous Vehicle,Clear,Recession,Monday,6,52.2251,0,0,47.4774,0.1384
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Stable,Tuesday,12,101.2274,0,0,80.982,0.2431
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Booming,Monday,4,70.675,0,0,70.675,0.1666
Neuroburg,Autonomous Vehicle,Snowy,Booming,Monday,19,64.4662,0,0,52.7266,0.0537
TechHaven,Autonomous Vehicle,Snowy,Stable,Thursday,11,63.3467,0,0,84.1928,0.1484
MetropolisX,Drone,Rainy,Recession,Tuesday,5,89.9123,0,0,53.7753,0.2295
Ecoopolis,Autonomous Vehicle,Rainy,Booming,Friday,21,24.2731,0,0,21.5761,0.338
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Thursday,7,38.1671,1,0,30.5337,0.1432
Neuroburg,Autonomous Vehicle,Rainy,Booming,Saturday,17,51.4263,0,0,61.5147,0.0357
TechHaven,Drone,Solar Flare,Recession,Monday,13,45.0528,0,0,25.5982,0.133
AquaCity,Car,Solar Flare,Recession,Saturday,7,53.3361,0,0,53.3361,0.3712
Neuroburg,Autonomous Vehicle,Snowy,Booming,Monday,0,58.563,0,0,56.0412,0.0989
Neuroburg,Autonomous Vehicle,Snowy,Booming,Tuesday,2,50.1178,0,0,47.9596,0.0784
Neuroburg,Autonomous Vehicle,Snowy,Stable,Sunday,13,93.0705,1,0,71.2501,0.0942
SolarisVille,Drone,Snowy,Stable,Saturday,8,74.2208,0,0,37.1104,0.5776
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Tuesday,20,115.8964,0,0,97.5559,0.103
AquaCity,Autonomous Vehicle,Solar Flare,Booming,Thursday,12,69.0703,0,0,55.2563,0.6048
AquaCity,Car,Snowy,Stable,Saturday,6,55.6515,0,0,61.835,0.8546
Neuroburg,Autonomous Vehicle,Rainy,Stable,Sunday,11,15.4902,0,0,14.8232,0.0962
Ecoopolis,Drone,Snowy,Stable,Friday,16,72.4071,0,0,36.2035,0.2125
AquaCity,Autonomous Vehicle,Snowy,Booming,Friday,0,81.0866,0,0,64.8693,0.4062
SolarisVille,Autonomous Vehicle,Clear,Recession,Thursday,13,45.0374,0,0,36.0299,0.2157
Ecoopolis,Drone,Electromagnetic Storm,Stable,Saturday,22,96.0,0,0,50.8855,0.2985
Neuroburg,Autonomous Vehicle,Snowy,Stable,Saturday,11,86.9503,0,0,83.2061,0.0672
MetropolisX,Drone,Rainy,Recession,Friday,11,85.6092,0,0,51.2017,0.1567
TechHaven,Drone,Clear,Stable,Saturday,13,91.6987,1,0,41.6812,0.3961
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Thursday,10,47.4049,0,0,43.0953,0.0883
AquaCity,Autonomous Vehicle,Snowy,Recession,Thursday,2,55.8101,0,0,44.648,0.3494
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Monday,8,81.3387,1,0,65.0709,0.0852
